frame,object_type,confidence,tracking_id,x1,y1,x2,y2,license_plate,mx1,my1,mx2,my2,license_plate_text
34.0,car,tensor([0.7823]),"tensor([4], dtype=torch.int32)",227,161,265,196,False,0,0,0,0,
34.0,car,tensor([0.6519]),"tensor([5], dtype=torch.int32)",255,169,294,201,False,0,0,0,0,
34.0,license plate,tensor([0.7354]),"tensor([1], dtype=torch.int32)",617,226,651,235,True,617,226,651,235,not detected
35.0,car,tensor([0.8998]),"tensor([1], dtype=torch.int32)",366,168,465,231,False,0,0,0,0,
35.0,car,tensor([0.8696]),"tensor([2], dtype=torch.int32)",461,157,662,260,False,0,0,0,0,
35.0,car,tensor([0.8380]),"tensor([3], dtype=torch.int32)",304,168,375,218,False,0,0,0,0,
35.0,car,tensor([0.7891]),"tensor([4], dtype=torch.int32)",227,161,266,196,False,0,0,0,0,
35.0,car,tensor([0.6350]),"tensor([5], dtype=torch.int32)",256,169,294,202,False,0,0,0,0,
35.0,license plate,tensor([0.7667]),"tensor([1], dtype=torch.int32)",618,226,651,236,True,618,226,651,236,not detected
36.0,car,tensor([0.8977]),"tensor([1], dtype=torch.int32)",366,168,465,230,False,0,0,0,0,
36.0,car,tensor([0.8760]),"tensor([2], dtype=torch.int32)",462,157,662,260,False,0,0,0,0,
36.0,car,tensor([0.8224]),"tensor([3], dtype=torch.int32)",305,169,376,218,False,0,0,0,0,
36.0,car,tensor([0.7734]),"tensor([4], dtype=torch.int32)",227,161,267,195,False,0,0,0,0,
36.0,car,tensor([0.6246]),"tensor([5], dtype=torch.int32)",256,169,294,201,False,0,0,0,0,
36.0,license plate,tensor([0.7111]),"tensor([1], dtype=torch.int32)",618,226,651,236,True,618,226,651,236,not detected
37.0,car,tensor([0.9016]),"tensor([1], dtype=torch.int32)",366,169,465,231,False,0,0,0,0,
37.0,car,tensor([0.8813]),"tensor([2], dtype=torch.int32)",462,157,662,260,False,0,0,0,0,
37.0,car,tensor([0.8228]),"tensor([3], dtype=torch.int32)",305,169,376,218,False,0,0,0,0,
37.0,car,tensor([0.7520]),"tensor([4], dtype=torch.int32)",227,161,266,195,False,0,0,0,0,
37.0,car,tensor([0.6275]),"tensor([5], dtype=torch.int32)",256,169,294,202,False,0,0,0,0,
37.0,license plate,tensor([0.6209]),"tensor([1], dtype=torch.int32)",618,226,650,236,True,618,226,650,236,not detected
38.0,car,tensor([0.9029]),"tensor([1], dtype=torch.int32)",366,168,465,231,False,0,0,0,0,
38.0,car,tensor([0.8887]),"tensor([2], dtype=torch.int32)",462,157,662,261,False,0,0,0,0,
38.0,car,tensor([0.8212]),"tensor([3], dtype=torch.int32)",305,169,376,218,False,0,0,0,0,
38.0,car,tensor([0.7450]),"tensor([4], dtype=torch.int32)",227,162,267,195,False,0,0,0,0,
38.0,car,tensor([0.6302]),"tensor([5], dtype=torch.int32)",257,169,294,202,False,0,0,0,0,
38.0,license plate,tensor([0.5156]),-1,619,226,650,236,True,619,226,650,236,not detected
38.0,license plate,tensor([0.3999]),-1,431,209,459,217,True,431,209,459,217,a |
39.0,car,tensor([0.9026]),"tensor([1], dtype=torch.int32)",366,169,465,231,False,0,0,0,0,
39.0,car,tensor([0.8887]),"tensor([2], dtype=torch.int32)",462,157,662,261,False,0,0,0,0,
39.0,car,tensor([0.8190]),"tensor([3], dtype=torch.int32)",306,169,376,218,False,0,0,0,0,
39.0,car,tensor([0.7639]),"tensor([4], dtype=torch.int32)",228,162,267,195,False,0,0,0,0,
39.0,car,tensor([0.6427]),"tensor([5], dtype=torch.int32)",257,169,294,202,False,0,0,0,0,
39.0,license plate,tensor([0.4631]),-1,620,227,650,237,True,620,227,650,237,a
39.0,license plate,tensor([0.4039]),-1,431,209,459,217,True,431,209,459,217,a |
40.0,car,tensor([0.8980]),"tensor([1], dtype=torch.int32)",366,169,465,231,False,0,0,0,0,
40.0,car,tensor([0.8781]),"tensor([2], dtype=torch.int32)",462,158,663,261,False,0,0,0,0,
40.0,car,tensor([0.8175]),"tensor([3], dtype=torch.int32)",306,169,377,218,False,0,0,0,0,
40.0,car,tensor([0.7762]),"tensor([4], dtype=torch.int32)",228,162,267,196,False,0,0,0,0,
40.0,car,tensor([0.6498]),"tensor([5], dtype=torch.int32)",257,169,294,202,False,0,0,0,0,
40.0,license plate,tensor([0.5376]),-1,619,227,651,237,True,619,227,651,237,ene -
40.0,license plate,tensor([0.4886]),-1,431,209,459,217,True,431,209,459,217,"""oe"
41.0,car,tensor([0.8977]),"tensor([1], dtype=torch.int32)",366,169,466,231,False,0,0,0,0,
41.0,car,tensor([0.8749]),"tensor([2], dtype=torch.int32)",462,158,663,261,False,0,0,0,0,
41.0,car,tensor([0.8094]),"tensor([3], dtype=torch.int32)",307,169,377,219,False,0,0,0,0,
41.0,car,tensor([0.7584]),"tensor([4], dtype=torch.int32)",228,162,267,196,False,0,0,0,0,
41.0,car,tensor([0.6461]),"tensor([5], dtype=torch.int32)",257,169,294,202,False,0,0,0,0,
41.0,license plate,tensor([0.4582]),-1,431,209,459,217,True,431,209,459,217,ve
41.0,license plate,tensor([0.4573]),-1,620,227,653,237,True,620,227,653,237,not detected
42.0,car,tensor([0.9016]),"tensor([1], dtype=torch.int32)",366,169,466,231,False,0,0,0,0,
42.0,car,tensor([0.8777]),"tensor([2], dtype=torch.int32)",463,158,663,261,False,0,0,0,0,
42.0,car,tensor([0.8057]),"tensor([3], dtype=torch.int32)",308,170,377,219,False,0,0,0,0,
42.0,car,tensor([0.7569]),"tensor([4], dtype=torch.int32)",228,162,268,196,False,0,0,0,0,
42.0,car,tensor([0.6471]),"tensor([5], dtype=torch.int32)",257,169,294,202,False,0,0,0,0,
42.0,license plate,tensor([0.5764]),-1,430,209,459,218,True,430,209,459,218,not detected
42.0,license plate,tensor([0.5475]),-1,620,227,655,238,True,620,227,655,238,not detected
43.0,car,tensor([0.8982]),"tensor([1], dtype=torch.int32)",366,169,466,231,False,0,0,0,0,
43.0,car,tensor([0.8815]),"tensor([2], dtype=torch.int32)",463,158,663,261,False,0,0,0,0,
43.0,car,tensor([0.7989]),"tensor([3], dtype=torch.int32)",307,169,376,219,False,0,0,0,0,
43.0,car,tensor([0.7296]),"tensor([4], dtype=torch.int32)",228,162,268,196,False,0,0,0,0,
43.0,car,tensor([0.6396]),"tensor([5], dtype=torch.int32)",258,169,294,202,False,0,0,0,0,
43.0,license plate,tensor([0.6236]),"tensor([1], dtype=torch.int32)",621,228,657,238,True,621,228,657,238,not detected
44.0,car,tensor([0.8943]),"tensor([1], dtype=torch.int32)",367,170,466,231,False,0,0,0,0,
44.0,car,tensor([0.8707]),"tensor([2], dtype=torch.int32)",463,158,663,261,False,0,0,0,0,
44.0,car,tensor([0.7957]),"tensor([3], dtype=torch.int32)",307,170,378,219,False,0,0,0,0,
44.0,car,tensor([0.7236]),"tensor([4], dtype=torch.int32)",228,162,267,196,False,0,0,0,0,
44.0,car,tensor([0.6647]),"tensor([5], dtype=torch.int32)",257,169,294,201,False,0,0,0,0,
44.0,person,tensor([0.6013]),"tensor([6], dtype=torch.int32)",145,161,171,247,False,0,0,0,0,
44.0,license plate,tensor([0.5739]),-1,622,228,656,238,True,622,228,656,238,not detected
44.0,license plate,tensor([0.4727]),-1,431,210,460,218,True,431,210,460,218,> oa
44.0,license plate,tensor([0.1071]),-1,627,227,664,238,True,627,227,664,238,Se
44.0,license plate,tensor([0.1035]),-1,612,228,658,238,True,612,228,658,238,oe
45.0,car,tensor([0.8959]),"tensor([1], dtype=torch.int32)",367,170,466,231,False,0,0,0,0,
45.0,car,tensor([0.8697]),"tensor([2], dtype=torch.int32)",463,158,663,261,False,0,0,0,0,
45.0,car,tensor([0.7936]),"tensor([3], dtype=torch.int32)",306,169,377,219,False,0,0,0,0,
45.0,car,tensor([0.6747]),"tensor([4], dtype=torch.int32)",258,169,295,202,False,0,0,0,0,
45.0,car,tensor([0.6718]),"tensor([5], dtype=torch.int32)",229,162,268,196,False,0,0,0,0,
45.0,license plate,tensor([0.6876]),"tensor([1], dtype=torch.int32)",622,228,657,239,True,622,228,657,239,not detected
46.0,car,tensor([0.8932]),"tensor([1], dtype=torch.int32)",367,170,467,231,False,0,0,0,0,
46.0,car,tensor([0.8690]),"tensor([2], dtype=torch.int32)",464,159,664,262,False,0,0,0,0,
46.0,car,tensor([0.7917]),"tensor([3], dtype=torch.int32)",304,170,377,219,False,0,0,0,0,
46.0,car,tensor([0.6481]),"tensor([4], dtype=torch.int32)",258,169,295,202,False,0,0,0,0,
46.0,car,tensor([0.6323]),"tensor([5], dtype=torch.int32)",229,163,268,196,False,0,0,0,0,
46.0,license plate,tensor([0.7687]),"tensor([1], dtype=torch.int32)",622,228,656,239,True,622,228,656,239,not detected
47.0,car,tensor([0.8888]),"tensor([1], dtype=torch.int32)",367,171,466,231,False,0,0,0,0,
47.0,car,tensor([0.8723]),"tensor([2], dtype=torch.int32)",464,159,664,262,False,0,0,0,0,
47.0,car,tensor([0.7938]),"tensor([3], dtype=torch.int32)",305,170,377,220,False,0,0,0,0,
47.0,car,tensor([0.6825]),"tensor([4], dtype=torch.int32)",230,164,268,196,False,0,0,0,0,
47.0,car,tensor([0.6448]),"tensor([5], dtype=torch.int32)",258,169,296,202,False,0,0,0,0,
47.0,license plate,tensor([0.7647]),"tensor([1], dtype=torch.int32)",622,229,655,239,True,622,229,655,239,pie -
48.0,car,tensor([0.8851]),"tensor([1], dtype=torch.int32)",367,171,466,232,False,0,0,0,0,
48.0,car,tensor([0.8736]),"tensor([2], dtype=torch.int32)",464,159,664,262,False,0,0,0,0,
48.0,car,tensor([0.7873]),"tensor([3], dtype=torch.int32)",307,170,377,220,False,0,0,0,0,
48.0,car,tensor([0.6751]),"tensor([4], dtype=torch.int32)",230,163,268,196,False,0,0,0,0,
48.0,car,tensor([0.6688]),"tensor([5], dtype=torch.int32)",259,169,296,202,False,0,0,0,0,
48.0,license plate,tensor([0.7850]),"tensor([1], dtype=torch.int32)",622,229,656,239,True,622,229,656,239,ns
49.0,car,tensor([0.8868]),"tensor([1], dtype=torch.int32)",368,171,467,232,False,0,0,0,0,
49.0,car,tensor([0.8735]),"tensor([2], dtype=torch.int32)",464,159,664,262,False,0,0,0,0,
49.0,car,tensor([0.7900]),"tensor([3], dtype=torch.int32)",307,170,378,220,False,0,0,0,0,
49.0,car,tensor([0.6908]),"tensor([4], dtype=torch.int32)",230,163,268,196,False,0,0,0,0,
49.0,car,tensor([0.6526]),"tensor([5], dtype=torch.int32)",259,169,296,202,False,0,0,0,0,
49.0,license plate,tensor([0.7905]),"tensor([1], dtype=torch.int32)",622,229,658,240,True,622,229,658,240,not detected
49.0,license plate,tensor([0.6192]),"tensor([2], dtype=torch.int32)",432,210,460,218,True,432,210,460,218,> Se
50.0,car,tensor([0.8830]),"tensor([1], dtype=torch.int32)",368,171,467,232,False,0,0,0,0,
50.0,car,tensor([0.8732]),"tensor([2], dtype=torch.int32)",464,159,665,262,False,0,0,0,0,
50.0,car,tensor([0.7858]),"tensor([3], dtype=torch.int32)",309,170,378,220,False,0,0,0,0,
50.0,car,tensor([0.7035]),"tensor([4], dtype=torch.int32)",231,164,269,196,False,0,0,0,0,
50.0,car,tensor([0.6565]),"tensor([5], dtype=torch.int32)",260,170,296,202,False,0,0,0,0,
50.0,person,tensor([0.6497]),"tensor([6], dtype=torch.int32)",143,153,172,247,False,0,0,0,0,
50.0,license plate,tensor([0.7733]),"tensor([1], dtype=torch.int32)",623,229,658,240,True,623,229,658,240,not detected
51.0,car,tensor([0.8778]),"tensor([1], dtype=torch.int32)",368,171,467,232,False,0,0,0,0,
51.0,car,tensor([0.8696]),"tensor([2], dtype=torch.int32)",464,160,664,263,False,0,0,0,0,
51.0,car,tensor([0.7751]),"tensor([3], dtype=torch.int32)",308,170,378,220,False,0,0,0,0,
51.0,car,tensor([0.7144]),"tensor([4], dtype=torch.int32)",231,163,269,196,False,0,0,0,0,
51.0,car,tensor([0.6539]),"tensor([5], dtype=torch.int32)",260,170,297,202,False,0,0,0,0,
51.0,person,tensor([0.6306]),"tensor([6], dtype=torch.int32)",143,154,172,247,False,0,0,0,0,
51.0,license plate,tensor([0.7524]),"tensor([1], dtype=torch.int32)",622,229,658,240,True,622,229,658,240,not detected
52.0,car,tensor([0.8791]),"tensor([1], dtype=torch.int32)",464,160,665,263,False,0,0,0,0,
52.0,car,tensor([0.8757]),"tensor([2], dtype=torch.int32)",369,171,467,232,False,0,0,0,0,
52.0,car,tensor([0.7902]),"tensor([3], dtype=torch.int32)",310,170,379,220,False,0,0,0,0,
52.0,car,tensor([0.7091]),"tensor([4], dtype=torch.int32)",231,164,269,196,False,0,0,0,0,
52.0,car,tensor([0.6421]),"tensor([5], dtype=torch.int32)",261,170,297,202,False,0,0,0,0,
52.0,person,tensor([0.6166]),"tensor([6], dtype=torch.int32)",143,155,172,248,False,0,0,0,0,
52.0,license plate,tensor([0.7541]),"tensor([1], dtype=torch.int32)",622,230,657,239,True,622,230,657,239,a
53.0,car,tensor([0.8839]),"tensor([1], dtype=torch.int32)",465,161,665,263,False,0,0,0,0,
53.0,car,tensor([0.8770]),"tensor([2], dtype=torch.int32)",369,171,467,232,False,0,0,0,0,
53.0,car,tensor([0.8219]),"tensor([3], dtype=torch.int32)",310,170,379,220,False,0,0,0,0,
53.0,car,tensor([0.6830]),"tensor([4], dtype=torch.int32)",231,164,270,196,False,0,0,0,0,
53.0,car,tensor([0.6540]),"tensor([5], dtype=torch.int32)",261,170,298,202,False,0,0,0,0,
53.0,person,tensor([0.6048]),"tensor([6], dtype=torch.int32)",143,154,173,248,False,0,0,0,0,
53.0,license plate,tensor([0.6793]),"tensor([1], dtype=torch.int32)",622,230,654,239,True,622,230,654,239,not detected
54.0,car,tensor([0.8794]),"tensor([1], dtype=torch.int32)",465,161,665,264,False,0,0,0,0,
54.0,car,tensor([0.8781]),"tensor([2], dtype=torch.int32)",369,172,467,233,False,0,0,0,0,
54.0,car,tensor([0.8300]),"tensor([3], dtype=torch.int32)",309,170,380,221,False,0,0,0,0,
54.0,person,tensor([0.7148]),"tensor([4], dtype=torch.int32)",143,154,173,248,False,0,0,0,0,
54.0,car,tensor([0.6446]),"tensor([5], dtype=torch.int32)",261,170,298,202,False,0,0,0,0,
54.0,car,tensor([0.6329]),"tensor([6], dtype=torch.int32)",232,165,270,196,False,0,0,0,0,
54.0,license plate,tensor([0.6057]),"tensor([1], dtype=torch.int32)",622,230,656,239,True,622,230,656,239,a
55.0,car,tensor([0.8799]),"tensor([1], dtype=torch.int32)",369,172,467,233,False,0,0,0,0,
55.0,car,tensor([0.8770]),"tensor([2], dtype=torch.int32)",465,161,666,264,False,0,0,0,0,
55.0,car,tensor([0.8330]),"tensor([3], dtype=torch.int32)",309,170,379,221,False,0,0,0,0,
55.0,person,tensor([0.7066]),"tensor([4], dtype=torch.int32)",143,153,173,248,False,0,0,0,0,
55.0,car,tensor([0.6720]),"tensor([5], dtype=torch.int32)",261,170,298,202,False,0,0,0,0,
55.0,car,tensor([0.6421]),"tensor([6], dtype=torch.int32)",232,166,270,196,False,0,0,0,0,
55.0,license plate,tensor([0.4913]),-1,624,231,655,239,True,624,231,655,239,not detected
55.0,license plate,tensor([0.2091]),-1,434,210,459,218,True,434,210,459,218,not detected
55.0,license plate,tensor([0.1910]),-1,438,212,458,218,True,438,212,458,218,nn
56.0,car,tensor([0.8812]),"tensor([1], dtype=torch.int32)",465,162,666,264,False,0,0,0,0,
56.0,car,tensor([0.8744]),"tensor([2], dtype=torch.int32)",369,172,468,233,False,0,0,0,0,
56.0,car,tensor([0.8487]),"tensor([3], dtype=torch.int32)",311,170,379,221,False,0,0,0,0,
56.0,person,tensor([0.7366]),"tensor([4], dtype=torch.int32)",143,153,173,248,False,0,0,0,0,
56.0,car,tensor([0.6753]),"tensor([5], dtype=torch.int32)",262,170,299,202,False,0,0,0,0,
56.0,car,tensor([0.6397]),"tensor([6], dtype=torch.int32)",233,166,270,197,False,0,0,0,0,
56.0,license plate,tensor([0.4775]),-1,624,231,657,239,True,624,231,657,239,not detected
56.0,license plate,tensor([0.1936]),-1,438,212,459,218,True,438,212,459,218,not detected
57.0,car,tensor([0.8820]),"tensor([1], dtype=torch.int32)",465,162,666,264,False,0,0,0,0,
57.0,car,tensor([0.8687]),"tensor([2], dtype=torch.int32)",369,172,468,233,False,0,0,0,0,
57.0,car,tensor([0.8499]),"tensor([3], dtype=torch.int32)",310,171,379,222,False,0,0,0,0,
57.0,person,tensor([0.7308]),"tensor([4], dtype=torch.int32)",144,154,174,248,False,0,0,0,0,
57.0,car,tensor([0.6825]),"tensor([5], dtype=torch.int32)",262,171,299,202,False,0,0,0,0,
57.0,car,tensor([0.6141]),"tensor([6], dtype=torch.int32)",233,166,269,197,False,0,0,0,0,
57.0,license plate,tensor([0.5270]),-1,623,231,656,240,True,623,231,656,240,oe
57.0,license plate,tensor([0.1691]),-1,438,212,459,219,True,438,212,459,219,aa
57.0,license plate,tensor([0.1492]),-1,435,211,458,218,True,435,211,458,218,ae
58.0,car,tensor([0.8758]),"tensor([1], dtype=torch.int32)",465,162,667,265,False,0,0,0,0,
58.0,car,tensor([0.8553]),"tensor([2], dtype=torch.int32)",370,172,468,233,False,0,0,0,0,
58.0,car,tensor([0.8335]),"tensor([3], dtype=torch.int32)",311,171,380,222,False,0,0,0,0,
58.0,person,tensor([0.7045]),"tensor([4], dtype=torch.int32)",144,155,174,248,False,0,0,0,0,
58.0,car,tensor([0.7016]),"tensor([5], dtype=torch.int32)",262,171,299,202,False,0,0,0,0,
58.0,license plate,tensor([0.5158]),-1,624,231,656,240,True,624,231,656,240,ae
58.0,license plate,tensor([0.1224]),-1,437,197,459,207,True,437,197,459,207,not detected
59.0,car,tensor([0.8722]),"tensor([1], dtype=torch.int32)",465,162,667,265,False,0,0,0,0,
59.0,car,tensor([0.8536]),"tensor([2], dtype=torch.int32)",370,173,468,234,False,0,0,0,0,
59.0,car,tensor([0.8463]),"tensor([3], dtype=torch.int32)",314,171,380,222,False,0,0,0,0,
59.0,car,tensor([0.7098]),"tensor([4], dtype=torch.int32)",261,171,299,202,False,0,0,0,0,
59.0,person,tensor([0.6772]),"tensor([5], dtype=torch.int32)",144,155,174,248,False,0,0,0,0,
59.0,license plate,tensor([0.4827]),-1,624,231,656,240,True,624,231,656,240,not detected
59.0,license plate,tensor([0.1091]),-1,435,211,456,218,True,435,211,456,218,a
59.0,license plate,tensor([0.1008]),-1,437,197,459,207,True,437,197,459,207,Hah.
60.0,car,tensor([0.8817]),"tensor([1], dtype=torch.int32)",466,161,668,265,False,0,0,0,0,
60.0,car,tensor([0.8713]),"tensor([2], dtype=torch.int32)",370,173,467,234,False,0,0,0,0,
60.0,car,tensor([0.8582]),"tensor([3], dtype=torch.int32)",313,170,381,222,False,0,0,0,0,
60.0,person,tensor([0.6833]),"tensor([4], dtype=torch.int32)",144,154,174,247,False,0,0,0,0,
60.0,car,tensor([0.6378]),"tensor([5], dtype=torch.int32)",262,171,299,202,False,0,0,0,0,
60.0,license plate,tensor([0.5710]),-1,622,231,655,240,True,622,231,655,240,not detected
60.0,license plate,tensor([0.1371]),-1,438,212,458,218,True,438,212,458,218,a
60.0,license plate,tensor([0.1223]),-1,435,211,456,216,True,435,211,456,216,not detected
61.0,car,tensor([0.8835]),"tensor([1], dtype=torch.int32)",466,161,668,265,False,0,0,0,0,
61.0,car,tensor([0.8729]),"tensor([2], dtype=torch.int32)",312,170,382,222,False,0,0,0,0,
61.0,car,tensor([0.8672]),"tensor([3], dtype=torch.int32)",370,173,468,235,False,0,0,0,0,
61.0,person,tensor([0.6933]),"tensor([4], dtype=torch.int32)",145,154,174,247,False,0,0,0,0,
61.0,car,tensor([0.6598]),"tensor([5], dtype=torch.int32)",262,171,299,203,False,0,0,0,0,
61.0,car,tensor([0.6123]),"tensor([6], dtype=torch.int32)",234,166,271,197,False,0,0,0,0,
61.0,license plate,tensor([0.4674]),-1,623,231,656,240,True,623,231,656,240,a
61.0,license plate,tensor([0.1140]),-1,435,211,456,216,True,435,211,456,216,.:. —n
61.0,license plate,tensor([0.1061]),-1,438,212,458,218,True,438,212,458,218,nn
62.0,car,tensor([0.8881]),"tensor([1], dtype=torch.int32)",467,162,668,266,False,0,0,0,0,
62.0,car,tensor([0.8843]),"tensor([2], dtype=torch.int32)",311,170,382,222,False,0,0,0,0,
62.0,car,tensor([0.8747]),"tensor([3], dtype=torch.int32)",370,173,468,235,False,0,0,0,0,
62.0,person,tensor([0.6666]),"tensor([4], dtype=torch.int32)",146,156,173,248,False,0,0,0,0,
62.0,car,tensor([0.6497]),"tensor([5], dtype=torch.int32)",262,171,299,203,False,0,0,0,0,
62.0,car,tensor([0.6448]),"tensor([6], dtype=torch.int32)",235,166,272,197,False,0,0,0,0,
62.0,license plate,tensor([0.4750]),-1,623,231,657,240,True,623,231,657,240,not detected
63.0,car,tensor([0.8882]),"tensor([1], dtype=torch.int32)",313,171,382,222,False,0,0,0,0,
63.0,car,tensor([0.8853]),"tensor([2], dtype=torch.int32)",467,162,669,266,False,0,0,0,0,
63.0,car,tensor([0.8799]),"tensor([3], dtype=torch.int32)",370,173,468,235,False,0,0,0,0,
63.0,person,tensor([0.7128]),"tensor([4], dtype=torch.int32)",145,155,175,248,False,0,0,0,0,
63.0,car,tensor([0.6607]),"tensor([5], dtype=torch.int32)",262,171,300,203,False,0,0,0,0,
63.0,car,tensor([0.6562]),"tensor([6], dtype=torch.int32)",235,167,272,197,False,0,0,0,0,
63.0,license plate,tensor([0.3981]),-1,623,231,658,240,True,623,231,658,240,not detected
64.0,car,tensor([0.8943]),"tensor([1], dtype=torch.int32)",315,171,383,222,False,0,0,0,0,
64.0,car,tensor([0.8869]),"tensor([2], dtype=torch.int32)",467,162,669,266,False,0,0,0,0,
64.0,car,tensor([0.8856]),"tensor([3], dtype=torch.int32)",370,173,469,235,False,0,0,0,0,
64.0,person,tensor([0.7269]),"tensor([4], dtype=torch.int32)",145,156,175,248,False,0,0,0,0,
64.0,car,tensor([0.6724]),"tensor([5], dtype=torch.int32)",262,171,301,204,False,0,0,0,0,
64.0,car,tensor([0.6710]),"tensor([6], dtype=torch.int32)",235,167,272,197,False,0,0,0,0,
64.0,license plate,tensor([0.3920]),-1,623,231,658,240,True,623,231,658,240,not detected
65.0,car,tensor([0.8989]),"tensor([1], dtype=torch.int32)",315,171,383,222,False,0,0,0,0,
65.0,car,tensor([0.8904]),"tensor([2], dtype=torch.int32)",370,174,469,235,False,0,0,0,0,
65.0,car,tensor([0.8902]),"tensor([3], dtype=torch.int32)",467,162,669,266,False,0,0,0,0,
65.0,person,tensor([0.7051]),"tensor([4], dtype=torch.int32)",145,157,175,248,False,0,0,0,0,
65.0,car,tensor([0.6768]),"tensor([5], dtype=torch.int32)",262,171,302,204,False,0,0,0,0,
65.0,car,tensor([0.6652]),"tensor([6], dtype=torch.int32)",235,167,271,197,False,0,0,0,0,
65.0,license plate,tensor([0.4332]),-1,623,231,658,241,True,623,231,658,241,i
66.0,car,tensor([0.9093]),"tensor([1], dtype=torch.int32)",315,171,383,222,False,0,0,0,0,
66.0,car,tensor([0.8928]),"tensor([2], dtype=torch.int32)",468,162,669,266,False,0,0,0,0,
66.0,car,tensor([0.8921]),"tensor([3], dtype=torch.int32)",370,174,469,236,False,0,0,0,0,
66.0,person,tensor([0.6876]),"tensor([4], dtype=torch.int32)",146,158,174,248,False,0,0,0,0,
66.0,car,tensor([0.6864]),"tensor([5], dtype=torch.int32)",262,172,301,203,False,0,0,0,0,
66.0,car,tensor([0.6658]),"tensor([6], dtype=torch.int32)",235,167,271,197,False,0,0,0,0,
66.0,license plate,tensor([0.4437]),-1,622,231,658,241,True,622,231,658,241,not detected
67.0,car,tensor([0.9110]),"tensor([1], dtype=torch.int32)",315,171,383,222,False,0,0,0,0,
67.0,car,tensor([0.8899]),"tensor([2], dtype=torch.int32)",370,174,470,236,False,0,0,0,0,
67.0,car,tensor([0.8888]),"tensor([3], dtype=torch.int32)",468,162,669,266,False,0,0,0,0,
67.0,car,tensor([0.6977]),"tensor([4], dtype=torch.int32)",262,171,301,204,False,0,0,0,0,
67.0,person,tensor([0.6763]),"tensor([5], dtype=torch.int32)",146,158,174,248,False,0,0,0,0,
67.0,car,tensor([0.6645]),"tensor([6], dtype=torch.int32)",235,167,271,197,False,0,0,0,0,
67.0,license plate,tensor([0.4298]),-1,622,231,659,242,True,622,231,659,242,not detected
67.0,license plate,tensor([0.1048]),-1,435,211,455,220,True,435,211,455,220,not detected
68.0,car,tensor([0.9065]),"tensor([1], dtype=torch.int32)",315,171,383,222,False,0,0,0,0,
68.0,car,tensor([0.8898]),"tensor([2], dtype=torch.int32)",468,163,669,266,False,0,0,0,0,
68.0,car,tensor([0.8861]),"tensor([3], dtype=torch.int32)",371,174,470,236,False,0,0,0,0,
68.0,car,tensor([0.7203]),"tensor([4], dtype=torch.int32)",262,172,302,204,False,0,0,0,0,
68.0,car,tensor([0.6609]),"tensor([5], dtype=torch.int32)",235,167,271,198,False,0,0,0,0,
68.0,person,tensor([0.6519]),"tensor([6], dtype=torch.int32)",147,157,174,248,False,0,0,0,0,
68.0,license plate,tensor([0.4468]),-1,622,231,659,242,True,622,231,659,242,a _
69.0,car,tensor([0.9043]),"tensor([1], dtype=torch.int32)",316,172,383,222,False,0,0,0,0,
69.0,car,tensor([0.8876]),"tensor([2], dtype=torch.int32)",468,163,670,266,False,0,0,0,0,
69.0,car,tensor([0.8840]),"tensor([3], dtype=torch.int32)",371,174,471,237,False,0,0,0,0,
69.0,car,tensor([0.7285]),"tensor([4], dtype=torch.int32)",262,172,302,204,False,0,0,0,0,
69.0,person,tensor([0.6701]),"tensor([5], dtype=torch.int32)",147,157,174,248,False,0,0,0,0,
69.0,car,tensor([0.6512]),"tensor([6], dtype=torch.int32)",236,167,271,198,False,0,0,0,0,
69.0,license plate,tensor([0.4614]),-1,623,231,659,242,True,623,231,659,242,not detected
70.0,car,tensor([0.9029]),"tensor([1], dtype=torch.int32)",316,172,384,222,False,0,0,0,0,
70.0,car,tensor([0.8891]),"tensor([2], dtype=torch.int32)",468,164,670,266,False,0,0,0,0,
70.0,car,tensor([0.8827]),"tensor([3], dtype=torch.int32)",371,174,471,237,False,0,0,0,0,
70.0,car,tensor([0.7346]),"tensor([4], dtype=torch.int32)",262,172,302,204,False,0,0,0,0,
70.0,person,tensor([0.6584]),"tensor([5], dtype=torch.int32)",148,156,173,249,False,0,0,0,0,
70.0,car,tensor([0.6472]),"tensor([6], dtype=torch.int32)",236,167,271,198,False,0,0,0,0,
70.0,car,tensor([0.6164]),"tensor([7], dtype=torch.int32)",194,173,210,204,False,0,0,0,0,
70.0,license plate,tensor([0.4741]),-1,623,231,660,242,True,623,231,660,242,not detected
71.0,car,tensor([0.8943]),"tensor([1], dtype=torch.int32)",317,172,384,223,False,0,0,0,0,
71.0,car,tensor([0.8933]),"tensor([2], dtype=torch.int32)",468,163,670,267,False,0,0,0,0,
71.0,car,tensor([0.8814]),"tensor([3], dtype=torch.int32)",371,174,471,237,False,0,0,0,0,
71.0,car,tensor([0.7481]),"tensor([4], dtype=torch.int32)",262,172,302,204,False,0,0,0,0,
71.0,car,tensor([0.6704]),"tensor([5], dtype=torch.int32)",194,173,210,204,False,0,0,0,0,
71.0,person,tensor([0.6632]),"tensor([6], dtype=torch.int32)",148,157,174,248,False,0,0,0,0,
71.0,car,tensor([0.6361]),"tensor([7], dtype=torch.int32)",236,168,271,198,False,0,0,0,0,
71.0,license plate,tensor([0.4253]),-1,623,231,661,242,True,623,231,661,242,not detected
72.0,car,tensor([0.8944]),"tensor([1], dtype=torch.int32)",468,163,670,267,False,0,0,0,0,
